accuracy,balanced_accuracy,macro_f1,glass_precision,glass_recall,plastic_recall,mcc,n,tn_plastic_ok,plastic_as_glass,glass_as_plastic,tp_glass_ok,glass_to_plastic_rate,plastic_to_glass_rate,roc_auc,rule,threshold,split,n_features
0.48717948717948717,0.4871456822676335,0.48684210526315785,0.5128205128205128,0.4878048780487805,0.4864864864864865,-0.025674808298154838,156,36,38,42,40,0.5121951219512195,0.5135135135135135,0.48236651285431775,high_spec_peak_spikiness,0.42857142857142855,test,1
0.47435897435897434,0.5,0.3217391304347826,0.0,0.0,1.0,0.0,156,74,0,82,0,1.0,0.0,0.5308998022412657,low_spec_saturated_frac,0.0,test,1
0.5576923076923077,0.5561964403427817,0.5562152133580704,0.5783132530120482,0.5853658536585366,0.527027027027027,0.11247632354516396,156,39,35,34,48,0.4146341463414634,0.47297297297297297,0.5538892551087672,low_tr_haze_index,0.3496741056442261,test,1
0.5,0.49868160843770604,0.49868160843770604,0.524390243902439,0.524390243902439,0.47297297297297297,-0.0026367831245880024,156,35,39,39,43,0.47560975609756095,0.527027027027027,0.501318391562294,low_tex_lap_var_inside,0.35292866826057434,test,1
