accuracy,balanced_accuracy,macro_f1,glass_precision,glass_recall,plastic_recall,mcc,n,tn_plastic_ok,plastic_as_glass,glass_as_plastic,tp_glass_ok,glass_to_plastic_rate,plastic_to_glass_rate,roc_auc,rule,threshold,split,n_features
0.7,0.7,0.6999629583899247,0.7045454545454546,0.6888888888888889,0.7111111111111111,0.4000988020269483,90,32,13,14,31,0.3111111111111111,0.28888888888888886,0.7795061728395061,high_spec_peak_spikiness,0.25,test,1
0.5,0.5,0.3333333333333333,0.0,0.0,1.0,0.0,90,45,0,45,0,1.0,0.0,0.6419753086419753,low_spec_saturated_frac,0.0,test,1
0.5777777777777777,0.5777777777777777,0.5775691699604744,0.574468085106383,0.6,0.5555555555555556,0.15570941865504517,90,25,20,18,27,0.4,0.4444444444444444,0.5891358024691358,high_tr_haze_index,0.39297081530094147,test,1
0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.06666666666666667,90,24,21,21,24,0.4666666666666667,0.4666666666666667,0.6039506172839506,low_tex_lap_var_inside,0.13445860892534256,test,1
