accuracy,balanced_accuracy,macro_f1,glass_precision,glass_recall,plastic_recall,mcc,n,tn_plastic_ok,plastic_as_glass,glass_as_plastic,tp_glass_ok,glass_to_plastic_rate,plastic_to_glass_rate,roc_auc,model,split,epochs,img_size,params_m,macs_g,latency_ms_per_image,device,freeze_backbone,notes
0.9294871794871795,0.9296308503625577,0.9293449170338041,0.9382716049382716,0.926829268292683,0.9324324324324325,0.8587665101430851,156,69,5,6,76,0.07317073170731707,0.06756756756756757,0.9790705339485828,tv:resnet18,test,8,192,11.18,1.33,24.511,cpu,False,"real TrashNet glass-vs-plastic, full_frame"
0.8653846153846154,0.8679960448253131,0.8653790836244093,0.9178082191780822,0.8170731707317073,0.918918918918919,0.7365385057957511,156,68,6,15,67,0.18292682926829268,0.08108108108108109,0.9340804218852999,tv:resnet18,test,8,192,11.18,1.33,27.075,cpu,False,"real TrashNet glass-vs-plastic, object_crop"
0.9358974358974359,0.9357284113381674,0.9357284113381674,0.9390243902439024,0.9390243902439024,0.9324324324324325,0.8714568226763348,156,69,5,5,77,0.06097560975609756,0.06756756756756757,0.9896176664469347,tv:mobilenet_v3_large,test,8,160,4.2,0.11,8.607,cpu,False,"real TrashNet glass-vs-plastic, full_frame"
0.9423076923076923,0.9431443638760713,0.9422483649376825,0.9620253164556962,0.926829268292683,0.9594594594594594,0.8851953086644265,156,71,3,6,76,0.07317073170731707,0.04054054054054054,0.9774225444957152,tv:mobilenet_v3_large,test,8,160,4.2,0.11,6.686,cpu,False,"real TrashNet glass-vs-plastic, object_crop"
0.9294871794871795,0.9289716545814106,0.9292517006802721,0.927710843373494,0.9390243902439024,0.918918918918919,0.8585802644811196,156,68,6,5,77,0.06097560975609756,0.08108108108108109,0.988134475939354,tv:efficientnet_b0,test,8,160,4.01,0.2,12.51,cpu,False,"real TrashNet glass-vs-plastic, full_frame"
0.9230769230769231,0.922874093605801,0.922874093605801,0.926829268292683,0.926829268292683,0.918918918918919,0.8457481872116018,156,68,6,6,76,0.07317073170731707,0.08108108108108109,0.9681938035596573,tv:efficientnet_b0,test,8,160,4.01,0.2,12.71,cpu,False,"real TrashNet glass-vs-plastic, object_crop"
